StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2,Q3,Q4,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q9
2024-10-04 02:39:13,2024-10-04 02:42:04,0,192.41.114.224,100,170,1,2024-10-04 02:42:05,R_8EgyQPknib4ipIW,,,,,55.9477,-3.1624,anonymous,EN,0.800000011920929,"1,2,3,4,5,6",IERD33,3,37,Canada,3,4,4,4,3,4,4,4,"I enjoied competig in sport. But, it was a veri dificult time when i was ingured."
2024-10-04 02:44:06,2024-10-04 02:46:14,0,192.41.114.224,100,127,1,2024-10-04 02:46:14,R_2rNnbMqg4RQh9fj,,,,,55.9477,-3.1624,anonymous,EN,1,"1,2,3,4,5,6",OELD48,3,36,UK,3,2,4,2,3,2,5,3,
2024-10-04 02:46:22,2024-10-04 02:48:26,0,192.41.114.224,100,124,1,2024-10-04 02:48:26,R_81leqGOFjXzHMS5,,,,,55.9477,-3.1624,anonymous,EN,1,"1,2,3,4,5,6",JOAM07,2,27,United Kingdom,,1,1,1,2,1,1,1,
2024-10-04 05:22:04,2024-10-04 05:24:17,0,146.90.139.50,100,132,1,2024-10-04 05:24:17,R_8alfQFDw9GaWSAN,,,,,56.3799,-3.8194,anonymous,EN,0.4000000059604645,"1,2,3,4,5,6",LYAD96,2,41,Canada,3,5,5,2,3,3,4,5,"I feel like it is a major part of my identity, but no longer my entire identity "
2024-10-04 05:24:37,2024-10-04 05:26:25,0,146.90.139.50,100,107,1,2024-10-04 05:26:26,R_8lmfQWrY9JEpO2s,,,,,56.3799,-3.8194,anonymous,EN,1,"1,2,3,4,5,6",EMLO74,2,27,"United Kingdom ",3,5,4,4,4,3,5,5,"I feel like being an athlete makes people see me differently. Like I am validated in some way. "
2024-10-08 03:50:48,2024-10-08 03:52:14,0,83.106.58.96,100,86,1,2024-10-08 03:52:15,R_87W4QzCf4pRe3dk,,,,,53.4606,-2.2572,anonymous,EN,1,"1,2,3,4,5,6",ia,2,39,Scotland,2,4,4,3,4,2,4,4,Good when the results come
2024-10-08 03:57:01,2024-10-08 03:59:38,0,92.19.126.26,100,157,1,2024-10-08 03:59:39,R_2P0C8DzwELt4p1v,,,,,55.867,-4.2621,anonymous,EN,1,"1,2,3,4,5,6",ndlo58,1,48,Scotland,1,2,3,1,3,2,4,2,Ambivalent
2024-10-14 09:34:14,2024-10-14 09:40:11,0,192.41.114.228,100,357,1,2024-10-14 09:40:12,R_8DwoteETze8mQMW,,,,,55.9477,-3.1624,anonymous,EN,0.699999988079071,"1,2,3,4,5,6",inst42,1,17,Ireland,3,4,5,2,3,3,5,3,
2024-10-21 04:05:28,2024-10-21 04:10:11,0,94.194.96.39,100,283,1,2024-10-21 04:10:12,R_2GeL6u3XWkoOkIT,,,,,57.1453,-2.0945,anonymous,EN,1,"1,2,3,4,5,6",AIYN77,1,40,Cymru,2,2,3,2,2,2,1,3,
2024-10-21 04:10:52,2024-10-21 04:12:25,0,94.194.96.39,100,92,1,2024-10-21 04:12:25,R_20pwTAfpuaeNW8q,,,,,57.1453,-2.0945,anonymous,EN,1,"1,2,3,4,5,6",NARG83,2,28,Germany,3,5,5,4,5,4,4,,
2024-10-21 04:12:31,2024-10-21 04:14:15,0,94.194.96.39,100,103,1,2024-10-21 04:14:15,R_2XX08mKVAUtZuE1,,,,,57.1453,-2.0945,anonymous,EN,1,"1,2,3,4,5,6",IANE34,2,31,france,3,5,5,5,5,4,4,,"It is vital for me for me. It allows me to travel the world and do expeditions in amazing places. When I was unable to train due to injury, it was a horrible time."
2024-10-21 04:14:19,2024-10-21 04:15:37,0,94.194.96.39,100,78,1,2024-10-21 04:15:37,R_2ypGPIB55T9RqHd,,,,,57.1453,-2.0945,anonymous,EN,1,"1,2,3,4,5,6",IEON21,2,30,France,3,2,1,5,4,4,3,4,
2024-10-21 04:16:58,2024-10-21 04:19:02,0,94.194.96.39,100,123,1,2024-10-21 04:19:03,R_8bNzuE2Qc27aJoJ,,,,,57.1453,-2.0945,anonymous,EN,1,"1,2,3,4,5,6",RYOR58,2,29,united kingdom,3,5,5,5,5,5,5,,"I still have so many goals left to achieve as an athlete. If anything were to stop my achieving them, it would feel like the last few years went to waste."
2024-10-21 04:19:09,2024-10-21 04:20:23,0,94.194.96.39,100,74,1,2024-10-21 04:20:23,R_2CIowgVubkRsWKB,,,,,57.1453,-2.0945,anonymous,EN,1,"1,2,3,4,5,6",ZZXX69,1,23,Jolifornia,3,5,2,3,4,3,2,3,
