StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2,Q3,Q4,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q9
2024-10-04 02:39:13,2024-10-04 02:42:04,IP Address,192.41.114.224,100,170,True,2024-10-04 02:42:05,R_8EgyQPknib4ipIW,,,,,55.9477,-3.1624,anonymous,EN,0.800000011920929,"I confirm that I have read and understood the Participant Information Sheet for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can leave the survey at any time without giving a reason. Please note that any answers you have provided in the survey up to the point of leaving may still be used. Once the survey is submitted, you will not be able to withdraw anymore as your data is anonymous and cannot be retrieved.,I understand that relevant sections of my data collected during the study may be looked at by individuals from the Sponsor (University of Edinburgh), where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.,I understand that my anonymised data will be archived so that it may be used for future ethically approved research,I agree to take part in the above study",IERD33,Non-binary / third gender,37,Canada,International,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,"I enjoied competig in sport. But, it was a veri dificult time when i was ingured."
2024-10-04 02:44:06,2024-10-04 02:46:14,IP Address,192.41.114.224,100,127,True,2024-10-04 02:46:14,R_2rNnbMqg4RQh9fj,,,,,55.9477,-3.1624,anonymous,EN,1,"I confirm that I have read and understood the Participant Information Sheet for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can leave the survey at any time without giving a reason. Please note that any answers you have provided in the survey up to the point of leaving may still be used. Once the survey is submitted, you will not be able to withdraw anymore as your data is anonymous and cannot be retrieved.,I understand that relevant sections of my data collected during the study may be looked at by individuals from the Sponsor (University of Edinburgh), where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.,I understand that my anonymised data will be archived so that it may be used for future ethically approved research,I agree to take part in the above study",OELD48,Non-binary / third gender,36,UK,International,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,
2024-10-04 02:46:22,2024-10-04 02:48:26,IP Address,192.41.114.224,100,124,True,2024-10-04 02:48:26,R_81leqGOFjXzHMS5,,,,,55.9477,-3.1624,anonymous,EN,1,"I confirm that I have read and understood the Participant Information Sheet for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can leave the survey at any time without giving a reason. Please note that any answers you have provided in the survey up to the point of leaving may still be used. Once the survey is submitted, you will not be able to withdraw anymore as your data is anonymous and cannot be retrieved.,I understand that relevant sections of my data collected during the study may be looked at by individuals from the Sponsor (University of Edinburgh), where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.,I understand that my anonymised data will be archived so that it may be used for future ethically approved research,I agree to take part in the above study",JOAM07,Female,27,United Kingdom,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,
2024-10-04 05:22:04,2024-10-04 05:24:17,IP Address,146.90.139.50,100,132,True,2024-10-04 05:24:17,R_8alfQFDw9GaWSAN,,,,,56.3799,-3.8194,anonymous,EN,0.4000000059604645,"I confirm that I have read and understood the Participant Information Sheet for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can leave the survey at any time without giving a reason. Please note that any answers you have provided in the survey up to the point of leaving may still be used. Once the survey is submitted, you will not be able to withdraw anymore as your data is anonymous and cannot be retrieved.,I understand that relevant sections of my data collected during the study may be looked at by individuals from the Sponsor (University of Edinburgh), where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.,I understand that my anonymised data will be archived so that it may be used for future ethically approved research,I agree to take part in the above study",LYAD96,Female,41,Canada,International,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,"I feel like it is a major part of my identity, but no longer my entire identity "
2024-10-04 05:24:37,2024-10-04 05:26:25,IP Address,146.90.139.50,100,107,True,2024-10-04 05:26:26,R_8lmfQWrY9JEpO2s,,,,,56.3799,-3.8194,anonymous,EN,1,"I confirm that I have read and understood the Participant Information Sheet for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can leave the survey at any time without giving a reason. Please note that any answers you have provided in the survey up to the point of leaving may still be used. Once the survey is submitted, you will not be able to withdraw anymore as your data is anonymous and cannot be retrieved.,I understand that relevant sections of my data collected during the study may be looked at by individuals from the Sponsor (University of Edinburgh), where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.,I understand that my anonymised data will be archived so that it may be used for future ethically approved research,I agree to take part in the above study",EMLO74,Female,27,"United Kingdom ",International,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,"I feel like being an athlete makes people see me differently. Like I am validated in some way. "
2024-10-08 03:50:48,2024-10-08 03:52:14,IP Address,83.106.58.96,100,86,True,2024-10-08 03:52:15,R_87W4QzCf4pRe3dk,,,,,53.4606,-2.2572,anonymous,EN,1,"I confirm that I have read and understood the Participant Information Sheet for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can leave the survey at any time without giving a reason. Please note that any answers you have provided in the survey up to the point of leaving may still be used. Once the survey is submitted, you will not be able to withdraw anymore as your data is anonymous and cannot be retrieved.,I understand that relevant sections of my data collected during the study may be looked at by individuals from the Sponsor (University of Edinburgh), where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.,I understand that my anonymised data will be archived so that it may be used for future ethically approved research,I agree to take part in the above study",ia,Female,39,Scotland,National,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Good when the results come
2024-10-08 03:57:01,2024-10-08 03:59:38,IP Address,92.19.126.26,100,157,True,2024-10-08 03:59:39,R_2P0C8DzwELt4p1v,,,,,55.867,-4.2621,anonymous,EN,1,"I confirm that I have read and understood the Participant Information Sheet for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can leave the survey at any time without giving a reason. Please note that any answers you have provided in the survey up to the point of leaving may still be used. Once the survey is submitted, you will not be able to withdraw anymore as your data is anonymous and cannot be retrieved.,I understand that relevant sections of my data collected during the study may be looked at by individuals from the Sponsor (University of Edinburgh), where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.,I understand that my anonymised data will be archived so that it may be used for future ethically approved research,I agree to take part in the above study",ndlo58,Male,48,Scotland,Regional,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Ambivalent
2024-10-14 09:34:14,2024-10-14 09:40:11,IP Address,192.41.114.228,100,357,True,2024-10-14 09:40:12,R_8DwoteETze8mQMW,,,,,55.9477,-3.1624,anonymous,EN,0.699999988079071,"I confirm that I have read and understood the Participant Information Sheet for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can leave the survey at any time without giving a reason. Please note that any answers you have provided in the survey up to the point of leaving may still be used. Once the survey is submitted, you will not be able to withdraw anymore as your data is anonymous and cannot be retrieved.,I understand that relevant sections of my data collected during the study may be looked at by individuals from the Sponsor (University of Edinburgh), where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.,I understand that my anonymised data will be archived so that it may be used for future ethically approved research,I agree to take part in the above study",inst42,Male,17,Ireland,International,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,
2024-10-21 04:05:28,2024-10-21 04:10:11,IP Address,94.194.96.39,100,283,True,2024-10-21 04:10:12,R_2GeL6u3XWkoOkIT,,,,,57.1453,-2.0945,anonymous,EN,1,"I confirm that I have read and understood the Participant Information Sheet for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can leave the survey at any time without giving a reason. Please note that any answers you have provided in the survey up to the point of leaving may still be used. Once the survey is submitted, you will not be able to withdraw anymore as your data is anonymous and cannot be retrieved.,I understand that relevant sections of my data collected during the study may be looked at by individuals from the Sponsor (University of Edinburgh), where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.,I understand that my anonymised data will be archived so that it may be used for future ethically approved research,I agree to take part in the above study",AIYN77,Male,40,Cymru,National,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,
2024-10-21 04:10:52,2024-10-21 04:12:25,IP Address,94.194.96.39,100,92,True,2024-10-21 04:12:25,R_20pwTAfpuaeNW8q,,,,,57.1453,-2.0945,anonymous,EN,1,"I confirm that I have read and understood the Participant Information Sheet for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can leave the survey at any time without giving a reason. Please note that any answers you have provided in the survey up to the point of leaving may still be used. Once the survey is submitted, you will not be able to withdraw anymore as your data is anonymous and cannot be retrieved.,I understand that relevant sections of my data collected during the study may be looked at by individuals from the Sponsor (University of Edinburgh), where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.,I understand that my anonymised data will be archived so that it may be used for future ethically approved research,I agree to take part in the above study",NARG83,Female,28,Germany,International,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,
2024-10-21 04:12:31,2024-10-21 04:14:15,IP Address,94.194.96.39,100,103,True,2024-10-21 04:14:15,R_2XX08mKVAUtZuE1,,,,,57.1453,-2.0945,anonymous,EN,1,"I confirm that I have read and understood the Participant Information Sheet for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can leave the survey at any time without giving a reason. Please note that any answers you have provided in the survey up to the point of leaving may still be used. Once the survey is submitted, you will not be able to withdraw anymore as your data is anonymous and cannot be retrieved.,I understand that relevant sections of my data collected during the study may be looked at by individuals from the Sponsor (University of Edinburgh), where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.,I understand that my anonymised data will be archived so that it may be used for future ethically approved research,I agree to take part in the above study",IANE34,Female,31,france,International,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,,"It is vital for me for me. It allows me to travel the world and do expeditions in amazing places. When I was unable to train due to injury, it was a horrible time."
2024-10-21 04:14:19,2024-10-21 04:15:37,IP Address,94.194.96.39,100,78,True,2024-10-21 04:15:37,R_2ypGPIB55T9RqHd,,,,,57.1453,-2.0945,anonymous,EN,1,"I confirm that I have read and understood the Participant Information Sheet for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can leave the survey at any time without giving a reason. Please note that any answers you have provided in the survey up to the point of leaving may still be used. Once the survey is submitted, you will not be able to withdraw anymore as your data is anonymous and cannot be retrieved.,I understand that relevant sections of my data collected during the study may be looked at by individuals from the Sponsor (University of Edinburgh), where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.,I understand that my anonymised data will be archived so that it may be used for future ethically approved research,I agree to take part in the above study",IEON21,Female,30,France,International,Somewhat disagree,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,
2024-10-21 04:16:58,2024-10-21 04:19:02,IP Address,94.194.96.39,100,123,True,2024-10-21 04:19:03,R_8bNzuE2Qc27aJoJ,,,,,57.1453,-2.0945,anonymous,EN,1,"I confirm that I have read and understood the Participant Information Sheet for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can leave the survey at any time without giving a reason. Please note that any answers you have provided in the survey up to the point of leaving may still be used. Once the survey is submitted, you will not be able to withdraw anymore as your data is anonymous and cannot be retrieved.,I understand that relevant sections of my data collected during the study may be looked at by individuals from the Sponsor (University of Edinburgh), where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.,I understand that my anonymised data will be archived so that it may be used for future ethically approved research,I agree to take part in the above study",RYOR58,Female,29,united kingdom,International,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,"I still have so many goals left to achieve as an athlete. If anything were to stop my achieving them, it would feel like the last few years went to waste."
2024-10-21 04:19:09,2024-10-21 04:20:23,IP Address,94.194.96.39,100,74,True,2024-10-21 04:20:23,R_2CIowgVubkRsWKB,,,,,57.1453,-2.0945,anonymous,EN,1,"I confirm that I have read and understood the Participant Information Sheet for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can leave the survey at any time without giving a reason. Please note that any answers you have provided in the survey up to the point of leaving may still be used. Once the survey is submitted, you will not be able to withdraw anymore as your data is anonymous and cannot be retrieved.,I understand that relevant sections of my data collected during the study may be looked at by individuals from the Sponsor (University of Edinburgh), where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.,I understand that my anonymised data will be archived so that it may be used for future ethically approved research,I agree to take part in the above study",ZZXX69,Male,23,Jolifornia,International,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,
